,Date,itx,Close,PositionCost,PositionType,AssetsFund,AssetsIncrease,IdleFund,TotalFund,TotalInterest
396,2013-08-27,397.0,4.628610134124756,4.354513645172119,1,1.1649418568009229,0.06294537376327422,0.0,1.1649418568009229,0.16494185680092288
397,2013-08-28,398.0,4.654468536376953,4.354513645172119,1,1.1714499735488626,0.06888367235624492,0.0,1.1714499735488626,0.1714499735488626
398,2013-08-29,399.0,4.613095283508301,4.354513645172119,1,1.161037034756856,0.05938243840913737,0.0,1.161037034756856,0.16103703475685593
399,2013-08-30,400.0,4.649296760559082,4.354513645172119,1,1.1701483261969263,0.067695990736828,0.0,1.1701483261969263,0.17014832619692632
400,2013-09-02,401.0,4.638953685760498,4.354513645172119,1,1.1675451515047954,0.06532073700210807,0.0,1.1675451515047954,0.16754515150479543
401,2013-09-03,402.0,4.70101261138916,4.354513645172119,1,1.1831643196693216,0.07957236891454157,0.0,1.1831643196693216,0.18316431966932156
402,2013-09-04,403.0,4.726871013641357,4.354513645172119,1,1.1896724364172613,0.08551066750751225,0.0,1.1896724364172613,0.18967243641726128
403,2013-09-05,404.0,4.721699237823486,4.354513645172119,1,1.1883707890653248,0.08432298588809534,0.0,1.1883707890653248,0.18837078906532478
404,2013-09-06,405.0,4.949251174926758,4.354513645172119,1,1.2456417123978767,0.136579553588959,0.0,1.2456417123978767,0.2456417123978767
405,2013-09-09,406.0,5.445727825164795,4.354513645172119,1,1.3705963778432455,0.25059381343368,0.0,1.3705963778432455,0.3705963778432455
406,2013-09-10,407.0,5.895659923553467,4.354513645172119,1,1.483836577156413,0.35391926721599043,0.0,1.483836577156413,0.48383657715641304
407,2013-09-11,408.0,5.828428745269775,4.354513645172119,1,1.4669156416282088,0.3384798441800261,0.0,1.4669156416282088,0.46691564162820876
408,2013-09-12,409.0,6.335247993469238,4.354513645172119,1,1.5944733617539664,0.4548692482553531,0.0,1.5944733617539664,0.5944733617539664
409,2013-09-13,410.0,6.159412860870361,4.354513645172119,1,1.5502186719172932,0.4144892777404308,0.0,1.5502186719172932,0.5502186719172932
410,2013-09-16,411.0,5.942203998565674,4.354513645172119,1,1.495550923276872,0.36460796377428706,0.0,1.495550923276872,0.495550923276872
411,2013-09-17,412.0,5.600876808166504,4.354513645172119,1,1.4096447182956569,0.2862232764791624,0.0,1.4096447182956569,0.40964471829565685
412,2013-09-18,413.0,5.6887946128845215,4.354513645172119,1,1.4317721232198644,0.30641331648868053,0.0,1.4317721232198644,0.43177212321986436
413,2013-09-23,414.0,5.781883716583252,4.354513645172119,1,1.4552010554842663,0.3277909286135016,0.0,1.4552010554842663,0.45520105548426626
414,2013-09-24,415.0,5.59053373336792,4.354513645172119,1,1.4070415436035262,0.2838480227444425,0.0,1.4070415436035262,0.4070415436035262
415,2013-09-25,416.0,5.575018405914307,4.354513645172119,1,1.4031366015477174,0.2802849778861917,0.0,1.4031366015477174,0.40313660154771735
416,2013-09-26,417.0,5.259549140930176,4.354513645172119,1,1.3237383933027,0.20783847967992386,0.0,1.3237383933027,0.32373839330270004
417,2013-09-27,418.0,5.295750141143799,4.354513645172119,1,1.3328495647310283,0.21615192250350057,0.0,1.3328495647310283,0.33284956473102834
418,2013-09-30,419.0,5.218176364898682,4.354513645172119,1,1.3133255745224353,0.19833735523693022,0.0,1.3133255745224353,0.31332557452243526
419,2013-10-08,420.0,5.290578365325928,4.354513645172119,1,1.331547917379092,0.21496424088408364,0.0,1.331547917379092,0.33154791737909206
420,2013-10-09,421.0,5.311265468597412,4.354513645172119,1,1.3367545067868372,0.21971496736175133,0.0,1.3367545067868372,0.33675450678683716
421,2013-10-10,422.0,5.161287784576416,4.354513645172119,1,1.29900769367462,0.18527307643157193,0.0,1.29900769367462,0.29900769367462
422,2013-10-11,423.0,5.456071376800537,4.354513645172119,1,1.3731996725471178,0.25296917667251384,0.0,1.3731996725471178,0.37319967254711783
423,2013-10-14,424.0,5.321608543395996,5.321608543395996,-1,1.3393576814789678,-0.0,0.0,1.3393576814789678,0.33935768147896783
424,2013-10-15,425.0,5.228518962860107,5.321608543395996,-1,1.3627867337551116,0.01749275238431637,0.0,1.3627867337551116,0.3627867337551116
425,2013-10-16,426.0,5.125086307525635,5.321608543395996,-1,1.388818960723386,0.03692910409846686,0.0,1.388818960723386,0.38881896072338606
426,2013-10-17,427.0,5.078542232513428,5.321608543395996,-1,1.400533306843845,0.04567534588469656,0.0,1.400533306843845,0.400533306843845
427,2013-10-18,428.0,5.10957145690918,5.321608543395996,-1,1.3927237827674528,0.0398445478951942,0.0,1.3927237827674528,0.3927237827674528
428,2013-10-21,429.0,5.2336907386779785,5.321608543395996,-1,1.3614850864031751,0.01652090791742315,0.0,1.3614850864031751,0.3614850864031751
429,2013-10-22,430.0,5.135429859161377,5.321608543395996,-1,1.3862156660195133,0.034985415164680414,0.0,1.3862156660195133,0.3862156660195133
430,2013-10-23,431.0,5.1819748878479,5.321608543395996,-1,1.3745010798755706,0.02623899417054607,0.0,1.3745010798755706,0.3745010798755706
431,2013-10-24,432.0,5.161287784576416,5.321608543395996,-1,1.3797076692833155,0.030126372038118954,0.0,1.3797076692833155,0.37970766928331545
432,2013-10-25,433.0,5.2078328132629395,5.321608543395996,-1,1.367993083139373,0.02137995104398461,0.0,1.367993083139373,0.36799308313937296
433,2013-10-28,434.0,5.249205589294434,5.321608543395996,-1,1.3575802643591082,0.013605464120695807,0.0,1.3575802643591082,0.35758026435910817
434,2013-10-29,435.0,5.419869422912598,5.321608543395996,-1,1.3146271018626299,-0.01846450724725727,0.0,1.3146271018626299,0.3146271018626299
435,2013-10-30,436.0,5.476758003234863,5.321608543395996,-1,1.3003092210148144,-0.029154617175178057,0.0,1.3003092210148144,0.3003092210148144
436,2013-10-31,437.0,5.342295169830322,5.321608543395996,-1,1.3341512120829646,-0.0038872882636205625,0.0,1.3341512120829646,0.3341512120829646
437,2013-11-01,438.0,5.3888397216796875,5.321608543395996,-1,1.3224367459507635,-0.012633619653802585,0.0,1.3224367459507635,0.32243674595076355
438,2013-11-04,439.0,5.326780319213867,5.321608543395996,-1,1.3380560341270316,-0.0009718444668932213,0.0,1.3380560341270316,0.33805603412703156
439,2013-11-05,440.0,5.275063991546631,5.321608543395996,-1,1.351072147611169,0.008746331390182023,0.0,1.351072147611169,0.3510721476111689
440,2013-11-06,441.0,5.187146186828613,5.321608543395996,-1,1.3731995525353762,0.02526723930760517,0.0,1.3731995525353762,0.3731995525353762
441,2013-11-07,442.0,5.1974897384643555,5.321608543395996,-1,1.3705962578315036,0.023323550373818728,0.0,1.3705962578315036,0.37059625783150363
442,2013-11-08,443.0,5.161287784576416,5.321608543395996,-1,1.3797076692833155,0.030126372038118954,0.0,1.3797076692833155,0.37970766928331545
443,2013-11-11,444.0,5.156116485595703,5.321608543395996,-1,1.3810091966235103,0.031098126901059852,0.0,1.3810091966235103,0.3810091966235103
444,2013-11-12,445.0,5.2336907386779785,5.321608543395996,-1,1.3614850864031751,0.01652090791742315,0.0,1.3614850864031751,0.3614850864031751
445,2013-11-13,446.0,4.985452651977539,5.321608543395996,-1,1.4239623591199888,0.06316809826901293,0.0,1.4239623591199888,0.4239623591199888
446,2013-11-14,447.0,4.9078779220581055,5.321608543395996,-1,1.4434865893520652,0.07774540685660196,0.0,1.4434865893520652,0.4434865893520652
447,2013-11-15,448.0,5.006139278411865,5.321608543395996,-1,1.4187558897239854,0.05928081000539236,0.0,1.4187558897239854,0.41875588972398536
448,2013-11-18,449.0,5.2233476638793945,5.321608543395996,-1,1.364088261095306,0.01846450724725727,0.0,1.364088261095306,0.364088261095306
449,2013-11-19,450.0,5.156116485595703,5.321608543395996,-1,1.3810091966235103,0.031098126901059852,0.0,1.3810091966235103,0.3810091966235103
450,2013-11-20,451.0,5.1974897384643555,5.321608543395996,-1,1.3705962578315036,0.023323550373818728,0.0,1.3705962578315036,0.37059625783150363
451,2013-11-21,452.0,5.2078328132629395,5.321608543395996,-1,1.367993083139373,0.02137995104398461,0.0,1.367993083139373,0.36799308313937296
452,2013-11-22,453.0,5.202661514282227,5.321608543395996,-1,1.3692946104795674,0.022351705906925506,0.0,1.3692946104795674,0.36929461047956735
453,2013-11-25,454.0,5.135429859161377,5.321608543395996,-1,1.3862156660195133,0.034985415164680414,0.0,1.3862156660195133,0.3862156660195133
454,2013-11-26,455.0,5.119914531707764,5.321608543395996,-1,1.3901206080753221,0.03790094856536008,0.0,1.3901206080753221,0.3901206080753221
455,2013-11-27,456.0,5.135429859161377,5.321608543395996,-1,1.3862156660195133,0.034985415164680414,0.0,1.3862156660195133,0.3862156660195133
456,2013-11-28,457.0,5.150944709777832,5.321608543395996,-1,1.3823108439754463,0.03206997136795307,0.0,1.3823108439754463,0.38231084397544635
457,2013-11-29,458.0,5.166459560394287,5.321608543395996,-1,1.3784060219313794,0.029154527571225733,0.0,1.3784060219313794,0.3784060219313794
458,2013-12-02,459.0,5.337123394012451,5.337123394012451,1,1.3354528594349009,0.0,0.0,1.3354528594349009,0.3354528594349009
459,2013-12-03,460.0,5.306093692779541,5.337123394012451,1,1.3276886201285005,-0.005813937385768781,0.0,1.3276886201285005,0.32768862012850053
460,2013-12-04,461.0,5.378496170043945,5.337123394012451,1,1.3458051387387677,0.007751886733199562,0.0,1.3458051387387677,0.3458051387387677
461,2013-12-05,462.0,5.3526387214660645,5.337123394012451,1,1.3393350984021022,0.0029070580363608294,0.0,1.3393350984021022,0.3393350984021022
462,2013-12-06,463.0,5.285407543182373,5.337123394012451,1,1.3225125401335676,-0.009689836080630343,0.0,1.3225125401335676,0.32251254013356756
463,2013-12-09,464.0,5.228518962860107,5.337123394012451,1,1.3082779025484985,-0.020348870193667174,0.0,1.3082779025484985,0.3082779025484985
464,2013-12-10,465.0,5.244034290313721,5.337123394012451,1,1.3121601415156998,-0.017441812157306343,0.0,1.3121601415156998,0.3121601415156998
465,2013-12-11,466.0,5.135429859161377,5.337123394012451,1,1.2849851846292972,-0.03779068235097352,0.0,1.2849851846292972,0.28498518462929723
466,2013-12-12,467.0,5.10957145690918,5.337123394012451,1,1.2785149056646294,-0.04263568973476513,0.0,1.2785149056646294,0.27851490566462944
467,2013-12-13,468.0,5.083714008331299,5.337123394012451,1,1.2720448653279641,-0.04748051843160386,0.0,1.2720448653279641,0.2720448653279641
468,2013-12-16,469.0,5.037168979644775,5.037168979644775,-1,1.2603983870543622,-0.0,0.0,1.2603983870543622,0.26039838705436225
469,2013-12-17,470.0,5.011310577392578,5.037168979644775,-1,1.2668686660190298,0.005133518918402618,0.0,1.2668686660190298,0.2668686660190298
470,2013-12-18,471.0,5.02165412902832,5.037168979644775,-1,1.2642805067075624,0.0030800734855532274,0.0,1.2642805067075624,0.2642805067075624
471,2013-12-19,472.0,4.969937324523926,5.037168979644775,-1,1.2772210646368978,0.013347111322358463,0.0,1.2772210646368978,0.2772210646368978
472,2013-12-20,473.0,4.840646743774414,5.037168979644775,-1,1.3095721015182331,0.03901442192320898,0.0,1.3095721015182331,0.3095721015182331
473,2013-12-23,474.0,4.83030366897583,5.037168979644775,-1,1.3121601415156996,0.04106777269233751,0.0,1.3121601415156996,0.3121601415156996
474,2013-12-24,475.0,4.83030366897583,5.037168979644775,-1,1.3121601415156996,0.04106777269233751,0.0,1.3121601415156996,0.3121601415156996
475,2013-12-25,476.0,4.794102668762207,5.037168979644775,-1,1.3212183411638327,0.0482545477161478,0.0,1.3212183411638327,0.32121834116383274
476,2013-12-26,477.0,4.70101261138916,5.037168979644775,-1,1.344511297711036,0.06673517795690888,0.0,1.344511297711036,0.34451129771103606
477,2013-12-27,478.0,4.778587341308594,5.037168979644775,-1,1.3251005801310338,0.05133471586542189,0.0,1.3251005801310338,0.3251005801310338
478,2013-12-30,479.0,4.757900714874268,5.037168979644775,-1,1.3302767794399681,0.05544151206739981,0.0,1.3302767794399681,0.33027677943996814
479,2013-12-31,480.0,4.8768486976623535,5.037168979644775,-1,1.300513663242098,0.03182745757195697,0.0,1.300513663242098,0.30051366324209794
480,2014-01-02,481.0,4.825131893157959,5.037168979644775,-1,1.3134542211714335,0.04209449540876221,0.0,1.3134542211714335,0.3134542211714335
481,2014-01-03,482.0,4.726871013641357,5.037168979644775,-1,1.3380410187463683,0.061601659038506264,0.0,1.3380410187463683,0.33804101874636827
482,2014-01-06,483.0,4.7527289390563965,5.037168979644775,-1,1.3315708590957018,0.056468234783824504,0.0,1.3315708590957018,0.33157085909570183
483,2014-01-07,484.0,4.726871013641357,5.037168979644775,-1,1.3380410187463683,0.061601659038506264,0.0,1.3380410187463683,0.33804101874636827
484,2014-01-08,485.0,4.757900714874268,5.037168979644775,-1,1.3302767794399681,0.05544151206739981,0.0,1.3302767794399681,0.33027677943996814
485,2014-01-09,486.0,4.804445743560791,5.037168979644775,-1,1.3186303011663663,0.04620119694701927,0.0,1.3186303011663663,0.31863030116636626
486,2014-01-10,487.0,4.866504669189453,5.037168979644775,-1,1.3031019418675667,0.033880997668527216,0.0,1.3031019418675667,0.30310194186756667
487,2014-01-13,488.0,4.856162071228027,5.037168979644775,-1,1.3056898625510318,0.035934253773934895,0.0,1.3056898625510318,0.3056898625510318
488,2014-01-14,489.0,4.861332893371582,5.037168979644775,-1,1.3043960215233004,0.034907720384951914,0.0,1.3043960215233004,0.30439602152330036
489,2014-01-15,490.0,4.773415565490723,5.037168979644775,-1,1.3263946597867675,0.05236143858184658,0.0,1.3263946597867675,0.3263946597867675
490,2014-01-16,491.0,4.747557640075684,5.037168979644775,-1,1.3328648194374344,0.05749486283652835,0.0,1.3328648194374344,0.3328648194374344
491,2014-01-17,492.0,4.716527462005615,5.037168979644775,-1,1.3406291780578357,0.06365510447135565,0.0,1.3406291780578357,0.34062917805783566
492,2014-01-20,493.0,4.690669059753418,5.037168979644775,-1,1.3470994570225037,0.06878862338975827,0.0,1.3470994570225037,0.34709945702250367
493,2014-01-21,494.0,4.737214088439941,5.037168979644775,-1,1.3354529787489018,0.05954830826937774,0.0,1.3354529787489018,0.3354529787489018
494,2014-01-22,495.0,4.83030366897583,5.037168979644775,-1,1.3121601415156996,0.04106777269233751,0.0,1.3121601415156996,0.3121601415156996
495,2014-01-23,496.0,4.76824426651001,5.037168979644775,-1,1.3276886201285003,0.053388066634550424,0.0,1.3276886201285003,0.3276886201285003
496,2014-01-24,497.0,4.773415565490723,5.037168979644775,-1,1.3263946597867675,0.05236143858184658,0.0,1.3263946597867675,0.3263946597867675
497,2014-01-27,498.0,4.716527462005615,5.037168979644775,-1,1.3406291780578357,0.06365510447135565,0.0,1.3406291780578357,0.34062917805783566
498,2014-01-28,499.0,4.7527289390563965,5.037168979644775,-1,1.3315708590957018,0.056468234783824504,0.0,1.3315708590957018,0.33157085909570183
499,2014-01-29,500.0,4.804445743560791,5.037168979644775,-1,1.3186303011663663,0.04620119694701927,0.0,1.3186303011663663,0.31863030116636626
500,2014-01-30,501.0,4.7423858642578125,5.037168979644775,-1,1.334158899093168,0.05852158555295304,0.0,1.334158899093168,0.3341588990931681
501,2014-02-07,502.0,4.747557640075684,5.037168979644775,-1,1.3328648194374344,0.05749486283652835,0.0,1.3328648194374344,0.3328648194374344
502,2014-02-10,503.0,4.804445743560791,5.037168979644775,-1,1.3186303011663663,0.04620119694701927,0.0,1.3186303011663663,0.31863030116636626
503,2014-02-11,504.0,4.933736324310303,4.933736324310303,1,1.286279264285031,0.0,0.0,1.286279264285031,0.2862792642850309
504,2014-02-12,505.0,4.913049697875977,4.933736324310303,1,1.2808860334997996,-0.004192892581712501,0.0,1.2808860334997996,0.28088603349979957
505,2014-02-13,506.0,4.964766025543213,4.933736324310303,1,1.2943690483045351,0.006289290548425865,0.0,1.2943690483045351,0.29436904830453514
506,2014-02-14,507.0,4.959594249725342,4.933736324310303,1,1.2930207095290556,0.005241043240926296,0.0,1.2930207095290556,0.29302070952905557
507,2014-02-17,508.0,4.923393249511719,4.933736324310303,1,1.2835827110507583,-0.0020963979667133637,0.0,1.2835827110507583,0.2835827110507583
508,2014-02-18,509.0,4.788930892944336,4.933736324310303,1,1.2485268974217836,-0.02935005477541596,0.0,1.2485268974217836,0.24852689742178358
509,2014-02-19,510.0,4.9078779220581055,4.933736324310303,1,1.2795376947243202,-0.00524113988921207,0.0,1.2795376947243202,0.2795376947243202
510,2014-02-20,511.0,4.856162071228027,4.933736324310303,1,1.2660548042362707,-0.01572322637106466,0.0,1.2660548042362707,0.2660548042362707
511,2014-02-21,512.0,4.804445743560791,4.933736324310303,1,1.2525717894315356,-0.02620540950120303,0.0,1.2525717894315356,0.2525717894315356
512,2014-02-24,513.0,4.659640312194824,4.933736324310303,1,1.2148194225682882,-0.05555546427661899,0.0,1.2148194225682882,0.21481942256828823
513,2014-02-25,514.0,4.566550254821777,4.566550254821777,-1,1.1905498218764041,-0.0,0.0,1.1905498218764041,0.19054982187640412
514,2014-02-26,515.0,4.5768938064575195,4.566550254821777,-1,1.1878531443254454,-0.002265069047432584,0.0,1.1878531443254454,0.18785314432544542
515,2014-02-27,516.0,4.623438358306885,4.566550254821777,-1,1.1757184682961894,-0.012457566502205863,0.0,1.1757184682961894,0.17571846829618942
516,2014-02-28,517.0,4.60792350769043,4.566550254821777,-1,1.1797633603059414,-0.00906006735061477,0.0,1.1797633603059414,0.17976336030594142
517,2014-03-03,518.0,4.5768938064575195,4.566550254821777,-1,1.1878531443254454,-0.002265069047432584,0.0,1.1878531443254454,0.18785314432544542
518,2014-03-04,519.0,4.5872368812561035,4.566550254821777,-1,1.1851565910911728,-0.004530033675307385,0.0,1.1851565910911728,0.18515659109117277
519,2014-03-05,520.0,4.499319076538086,4.566550254821777,-1,1.2080777286908915,0.014722531130080664,0.0,1.2080777286908915,0.20807772869089147
520,2014-03-06,521.0,4.551035404205322,4.566550254821777,-1,1.1945947138861561,0.003397499151591093,0.0,1.1945947138861561,0.19459471388615612
521,2014-03-07,522.0,4.514833927154541,4.566550254821777,-1,1.2040328366811395,0.011325031978489572,0.0,1.2040328366811395,0.20403283668113947
522,2014-03-10,523.0,4.364856719970703,4.566550254821777,-1,1.2431335423198662,0.04416759339024199,0.0,1.2431335423198662,0.24313354231986617
523,2014-03-11,524.0,4.375199794769287,4.566550254821777,-1,1.2404369890855935,0.041902628762367194,0.0,1.2404369890855935,0.24043698908559352
524,2014-03-12,525.0,4.426916599273682,4.566550254821777,-1,1.2269538499641721,0.030577492364319836,0.0,1.2269538499641721,0.22695384996417212
525,2014-03-13,526.0,4.571722030639648,4.566550254821777,-1,1.1892014831009248,-0.001132534523716292,0.0,1.1892014831009248,0.18920148310092477
526,2014-03-14,527.0,4.649296760559082,4.566550254821777,-1,1.168976898735479,-0.01812013470122954,0.0,1.168976898735479,0.16897689873547894
527,2014-03-18,528.0,4.597580432891846,4.566550254821777,-1,1.182459913540214,-0.006795102722739969,0.0,1.182459913540214,0.18245991354021407
528,2014-03-19,529.0,4.680325984954834,4.566550254821777,-1,1.1608872390326608,-0.024915028584853942,0.0,1.1608872390326608,0.16088723903266078
529,2014-03-20,530.0,4.649296760559082,4.566550254821777,-1,1.168976898735479,-0.01812013470122954,0.0,1.168976898735479,0.16897689873547894
530,2014-03-21,531.0,5.114743232727051,4.566550254821777,-1,1.0476298898095469,-0.12004531808807789,0.0,1.0476298898095469,0.047629889809546855
531,2014-03-24,532.0,5.068199157714844,5.068199157714844,1,1.0597644415221168,0.0,0.0,1.0597644415221168,0.059764441522116796
532,2014-03-25,533.0,5.0423407554626465,5.068199157714844,1,1.0543574292148479,-0.005102088818438685,0.0,1.0543574292148479,0.054357429214847874
533,2014-03-26,534.0,4.954422473907471,5.068199157714844,1,1.035973647194349,-0.02244913435064632,0.0,1.035973647194349,0.035973647194349034
534,2014-03-27,535.0,5.011310577392578,5.068199157714844,1,1.04786899450472,-0.011224614217393071,0.0,1.04786899450472,0.04786899450471993
535,2014-03-28,536.0,5.000967502593994,5.068199157714844,1,1.045706249406028,-0.013265393294284653,0.0,1.045706249406028,0.04570624940602808
536,2014-03-31,537.0,5.026825904846191,5.068199157714844,1,1.0511132617132968,-0.008163304475845966,0.0,1.0511132617132968,0.051113261713296776
537,2014-04-01,538.0,5.031997203826904,5.068199157714844,1,1.05219458440913,-0.007142961979470088,0.0,1.05219458440913,0.05219458440913005
538,2014-04-02,539.0,5.14060115814209,5.068199157714844,1,1.0749037569199869,0.014285547622380886,0.0,1.0749037569199869,0.07490375691998685
539,2014-04-03,540.0,5.000967502593994,5.068199157714844,1,1.045706249406028,-0.013265393294284653,0.0,1.045706249406028,0.04570624940602808
540,2014-04-04,541.0,5.031997203826904,5.068199157714844,1,1.05219458440913,-0.007142961979470088,0.0,1.05219458440913,0.05219458440913005
541,2014-04-08,542.0,5.244034290313721,5.068199157714844,1,1.0965317064420368,0.034693808811995804,0.0,1.0965317064420368,0.09653170644203679
542,2014-04-09,543.0,5.2233476638793945,5.068199157714844,1,1.0922061165376267,0.03061215657407282,0.0,1.0922061165376267,0.09220611653762667
543,2014-04-10,544.0,5.290578365325928,5.068199157714844,1,1.1062641092396637,0.043877361700077826,0.0,1.1062641092396637,0.10626410923966367
544,2014-04-11,545.0,5.30092191696167,5.068199157714844,1,1.1084269540453815,0.04591823486110923,0.0,1.1084269540453815,0.1084269540453815
545,2014-04-14,546.0,5.2336907386779785,5.068199157714844,1,1.0943688616363187,0.0326529356509644,0.0,1.0943688616363187,0.09436886163631875
546,2014-04-15,547.0,5.094056606292725,5.068199157714844,1,1.065171254415334,0.00510190065015904,0.0,1.065171254415334,0.065171254415334
547,2014-04-16,548.0,5.119914531707764,5.068199157714844,1,1.070578167015577,0.010203895384457902,0.0,1.070578167015577,0.07057816701557695
548,2014-04-17,549.0,5.047512531280518,5.068199157714844,1,1.055438851617707,-0.004081652237922983,0.0,1.055438851617707,0.0554388516177069
549,2014-04-18,550.0,5.057855606079102,5.068199157714844,1,1.057601596716399,-0.002040873161031403,0.0,1.057601596716399,0.05760159671639897
550,2014-04-21,551.0,5.02165412902832,5.068199157714844,1,1.050031839310438,-0.00918374105636167,0.0,1.050031839310438,0.050031839310437975
551,2014-04-22,552.0,5.119914531707764,5.068199157714844,1,1.070578167015577,0.010203895384457902,0.0,1.070578167015577,0.07057816701557695
552,2014-04-23,553.0,5.10957145690918,5.068199157714844,1,1.0684154219168849,0.008163116307566321,0.0,1.0684154219168849,0.06841542191688488
553,2014-04-24,554.0,5.104399681091309,5.068199157714844,1,1.0673339995140259,0.00714267972705062,0.0,1.0673339995140259,0.06733399951402586
554,2014-04-25,555.0,5.0888848304748535,5.068199157714844,1,1.064089832012475,0.004081464069643338,0.0,1.064089832012475,0.06408983201247498
555,2014-04-28,556.0,5.000967502593994,5.068199157714844,1,1.045706249406028,-0.013265393294284653,0.0,1.045706249406028,0.04570624940602808
556,2014-04-29,557.0,5.068199157714844,5.068199157714844,1,1.0597644415221168,0.0,0.0,1.0597644415221168,0.059764441522116796
557,2014-04-30,558.0,5.052684307098389,5.052684307098389,-1,1.056520274020566,-0.0,0.0,1.056520274020566,0.05652027402056592
558,2014-05-05,559.0,5.037168979644775,5.052684307098389,-1,1.0597645412291428,0.0030707098466088985,0.0,1.0597645412291428,0.059764541229142765
559,2014-05-06,560.0,5.016482353210449,5.052684307098389,-1,1.0640901311335527,0.0071648952690513915,0.0,1.0640901311335527,0.06409013113355266
560,2014-05-07,561.0,4.995795726776123,5.052684307098389,-1,1.0684157210379626,0.011259080691493884,0.0,1.0684157210379626,0.06841572103796256
561,2014-05-08,562.0,5.0423407554626465,5.052684307098389,-1,1.058683118826284,0.0020471398977392656,0.0,1.058683118826284,0.058683118826283964
562,2014-05-09,563.0,5.047512531280518,5.052684307098389,-1,1.057601696423425,0.0010235699488696328,0.0,1.057601696423425,0.05760169642342494
563,2014-05-12,564.0,5.135429859161377,5.052684307098389,-1,1.0392181138169778,-0.016376552943697897,0.0,1.0392181138169778,0.03921811381697782
564,2014-05-13,565.0,5.119914531707764,5.052684307098389,-1,1.0424623810255547,-0.013305843097088998,0.0,1.0424623810255547,0.04246238102555466
565,2014-05-14,566.0,5.073370933532715,5.052684307098389,-1,1.052194684116156,-0.0040941854224424935,0.0,1.052194684116156,0.05219468411615602
566,2014-05-15,567.0,5.031997203826904,5.052684307098389,-1,1.0608459636320018,0.004094279795478531,0.0,1.0608459636320018,0.06084596363200179
567,2014-05-16,568.0,5.0423407554626465,5.052684307098389,-1,1.058683118826284,0.0020471398977392656,0.0,1.058683118826284,0.058683118826283964
568,2014-05-19,569.0,4.923393249511719,5.052684307098389,-1,1.0835551361428586,0.025588588110488555,0.0,1.0835551361428586,0.08355513614285859
569,2014-05-20,570.0,4.938908100128174,5.052684307098389,-1,1.0803109686413077,0.022517972636915694,0.0,1.0803109686413077,0.08031096864130771
570,2014-05-21,571.0,4.964766025543213,5.052684307098389,-1,1.0749040560410648,0.017400311638639605,0.0,1.0749040560410648,0.07490405604106476
571,2014-05-22,572.0,4.964766025543213,5.052684307098389,-1,1.0749040560410648,0.017400311638639605,0.0,1.0749040560410648,0.07490405604106476
572,2014-05-23,573.0,5.016482353210449,5.052684307098389,-1,1.0640901311335527,0.0071648952690513915,0.0,1.0640901311335527,0.06409013113355266
573,2014-05-26,574.0,5.037168979644775,5.052684307098389,-1,1.0597645412291428,0.0030707098466088985,0.0,1.0597645412291428,0.059764541229142765
574,2014-05-27,575.0,4.995795726776123,5.052684307098389,-1,1.0684157210379626,0.011259080691493884,0.0,1.0684157210379626,0.06841572103796256
575,2014-05-28,576.0,5.006139278411865,5.052684307098389,-1,1.0662528762322447,0.00921194079375462,0.0,1.0662528762322447,0.06625287623224474
576,2014-05-29,577.0,4.975109100341797,5.052684307098389,-1,1.0727413109423727,0.015353266113936379,0.0,1.0727413109423727,0.07274131094237268
577,2014-05-30,578.0,4.949251174926758,5.052684307098389,-1,1.0781482235426159,0.020470927112212465,0.0,1.0781482235426159,0.07814822354261586
578,2014-06-03,579.0,4.933736324310303,5.052684307098389,-1,1.0813923910441665,0.023541542585785325,0.0,1.0813923910441665,0.08139239104416651
579,2014-06-04,580.0,4.887191295623779,5.052684307098389,-1,1.0911249932558456,0.03275348337953995,0.0,1.0911249932558456,0.09112499325584555
580,2014-06-05,581.0,4.975109100341797,5.052684307098389,-1,1.0727413109423727,0.015353266113936379,0.0,1.0727413109423727,0.07274131094237268
581,2014-06-06,582.0,4.918221473693848,5.052684307098389,-1,1.0846365585457176,0.026612158059358185,0.0,1.0846365585457176,0.08463655854571761
582,2014-06-09,583.0,4.933736324310303,5.052684307098389,-1,1.0813923910441665,0.023541542585785325,0.0,1.0813923910441665,0.08139239104416651
583,2014-06-10,584.0,4.980280876159668,5.052684307098389,-1,1.0716598885395137,0.014329696165066744,0.0,1.0716598885395137,0.07165988853951366
584,2014-06-11,585.0,4.959594249725342,5.052684307098389,-1,1.0759854784439238,0.01842388158750924,0.0,1.0759854784439238,0.07598547844392378
585,2014-06-12,586.0,4.933736324310303,5.052684307098389,-1,1.0813923910441665,0.023541542585785325,0.0,1.0813923910441665,0.08139239104416651
586,2014-06-13,587.0,5.031997203826904,5.052684307098389,-1,1.0608459636320018,0.004094279795478531,0.0,1.0608459636320018,0.06084596363200179
587,2014-06-16,588.0,5.073370933532715,5.052684307098389,-1,1.052194684116156,-0.0040941854224424935,0.0,1.052194684116156,0.05219468411615602
588,2014-06-17,589.0,5.031997203826904,5.052684307098389,-1,1.0608459636320018,0.004094279795478531,0.0,1.0608459636320018,0.06084596363200179
589,2014-06-18,590.0,5.031997203826904,5.031997203826904,1,1.0608459636320018,0.0,0.0,1.0608459636320018,0.06084596363200179
590,2014-06-19,591.0,4.985452651977539,5.031997203826904,1,1.0510334383148359,-0.009249717351585062,0.0,1.0510334383148359,0.051033438314835866
